,id,Netflix,Hulu,HBO,title,type,age_certification,runtime,name,role,release_year,seasons,imdb_score
2918,ts90095,1.0,0.0,0.0,Jinn,SHOW,TV-14,32,Mir-Jean Bou Chaaya,DIRECTOR,2019,1.0,3.4
2934,ts104507,1.0,0.0,0.0,Triad Princess,SHOW,,43,Neal Wu,DIRECTOR,2019,1.0,6.7
2940,ts222803,1.0,0.0,0.0,Maradona in Mexico,SHOW,TV-MA,33,Angus MacQueen,DIRECTOR,2019,1.0,7.3
2948,ts88821,1.0,0.0,0.0,I Hear You,SHOW,TV-14,44,Xu Heshen,DIRECTOR,2019,1.0,7.2
2949,ts89331,1.0,0.0,0.0,My Husband Won't Fit,SHOW,TV-MA,35,Yuki Tanada,DIRECTOR,2019,1.0,6.7
2953,ts87599,1.0,0.0,0.0,Somewhere Only We Know,SHOW,TV-MA,58,Liu Chang,DIRECTOR,2019,1.0,7.2
2964,ts225539,1.0,0.0,0.0,Hyena,SHOW,,62,Jang Tae-yoo,DIRECTOR,2020,1.0,7.7
2965,ts89330,1.0,0.0,0.0,Stay Tuned!,SHOW,TV-14,44,Tadahisa Fujimura,DIRECTOR,2019,1.0,7.5
2966,ts89330,1.0,0.0,0.0,Stay Tuned!,SHOW,TV-14,44,Katsuyuki Motohiro,DIRECTOR,2019,1.0,7.5
2977,ts222835,1.0,0.0,0.0,Holiday Secrets,SHOW,,38,Samira Radsi,DIRECTOR,2019,1.0,6.5
2984,ts268997,1.0,0.0,0.0,Futmalls.com,SHOW,TV-14,40,Donnie Lai Cheun-Yu,DIRECTOR,2020,1.0,6.5
2989,ts223098,1.0,0.0,0.0,Lugar de Mulher,SHOW,,15,Fabio Ock,DIRECTOR,2019,1.0,4.7
2990,ts221851,1.0,0.0,0.0,The Lies Within,SHOW,,60,Lee Yoon-jung,DIRECTOR,2019,1.0,7.0
3003,ts233367,1.0,0.0,0.0,Sing On! Spain,SHOW,TV-G,39,Salva Romero,DIRECTOR,2020,1.0,6.1
3038,ts251072,1.0,0.0,0.0,The Underclass,SHOW,TV-MA,55,Pass Pattanakumjon,DIRECTOR,2020,1.0,6.5
3053,ts218367,1.0,0.0,0.0,Secreto bien guardado,SHOW,TV-MA,30,Alberto Lecchi,DIRECTOR,2019,1.0,5.0
3107,ts224906,1.0,0.0,0.0,Find Yourself,SHOW,TV-14,45,Ding Zi Guang,DIRECTOR,2020,1.0,7.7
3133,ts89182,1.0,0.0,0.0,Green Door,SHOW,,49,Lingo Hsieh,DIRECTOR,2019,1.0,6.4
3149,ts221472,1.0,0.0,0.0,Valentino,SHOW,TV-14,37,Ramy Imam,DIRECTOR,2020,1.0,5.2
3166,ts101042,1.0,0.0,0.0,The 43,SHOW,TV-MA,66,Matías Gueilburt,DIRECTOR,2019,1.0,7.1
3177,ts45322,1.0,0.0,0.0,"Wait, My Youth",SHOW,TV-PG,36,Shen Qinyuan,DIRECTOR,2019,1.0,8.0
3180,ts89740,1.0,0.0,0.0,The Defected,SHOW,TV-14,42,So Man-Chung,DIRECTOR,2019,1.0,7.4
3281,ts223115,1.0,0.0,0.0,The Charming Stepmom,SHOW,TV-14,46,Peerapol Kirdjareun,DIRECTOR,2019,1.0,7.9
3289,ts255823,1.0,0.0,0.0,The House Arrest of Us,SHOW,TV-MA,26,Richard Arellano,DIRECTOR,2020,1.0,5.5
3348,ts271437,1.0,0.0,0.0,Money Heist (Korean Remake),SHOW,TV-MA,70,Kim Hong-sun,DIRECTOR,2022,1.0,5.2
3350,ts225061,1.0,0.0,0.0,Pieces of Her,SHOW,TV-MA,51,Minkie Spiro,DIRECTOR,2022,1.0,6.3
3353,ts288808,1.0,0.0,0.0,The Longest Night,SHOW,TV-MA,45,Óscar Pedraza,DIRECTOR,2022,1.0,5.8
3356,ts306526,1.0,0.0,0.0,Queen,SHOW,TV-MA,49,Łukasz Kośmicki,DIRECTOR,2022,1.0,7.1
3358,ts312082,1.0,0.0,0.0,Alchemy of Souls,SHOW,TV-14,80,Park Joon-hwa,DIRECTOR,2022,1.0,8.6
3359,ts90093,1.0,0.0,0.0,The Pentaverate,SHOW,TV-MA,26,Tim Kirkby,DIRECTOR,2022,1.0,6.1
3362,ts256072,1.0,0.0,0.0,The Woman in the House Across the Street from the Girl in the Window,SHOW,TV-MA,26,Michael Lehmann,DIRECTOR,2022,1.0,6.3
3364,ts317746,1.0,0.0,0.0,Café Minamdang,SHOW,,64,Ko Jae-hyun,DIRECTOR,2022,1.0,7.0
3365,ts225855,1.0,0.0,0.0,All of Us Are Dead,SHOW,TV-MA,61,JQ Lee,DIRECTOR,2022,2.0,7.5
3366,ts225855,1.0,0.0,0.0,All of Us Are Dead,SHOW,TV-MA,61,Kim Nam-soo,DIRECTOR,2022,2.0,7.5
3372,ts320073,1.0,0.0,0.0,Attack on Pearl Harbor: Minute by Minute,SHOW,TV-14,45,Stan Griffin,DIRECTOR,2021,1.0,7.5
3385,ts269096,1.0,0.0,0.0,She Would Never Know,SHOW,TV-14,64,Lee Dong-yoon,DIRECTOR,2021,1.0,7.5
3389,ts311987,1.0,0.0,0.0,Bad Vegan: Fame. Fraud. Fugitives.,SHOW,TV-MA,52,Chris Smith,DIRECTOR,2022,1.0,5.8
3390,ts251675,1.0,0.0,0.0,Hellbound,SHOW,TV-MA,52,Yeon Sang-ho,DIRECTOR,2021,1.0,6.6
3407,ts232107,1.0,0.0,0.0,The Silent Sea,SHOW,TV-MA,45,Choi Hang-yong,DIRECTOR,2021,1.0,6.9
3416,ts343430,1.0,0.0,0.0,The 7 Lives of Lea,SHOW,TV-MA,45,Julien Despaux,DIRECTOR,2022,1.0,7.5
3417,ts343430,1.0,0.0,0.0,The 7 Lives of Lea,SHOW,TV-MA,45,Émilie Noblet,DIRECTOR,2022,1.0,7.5
3423,ts282131,1.0,0.0,0.0,Attenborough's Life in Colour,SHOW,TV-PG,51,Adam Geiger,DIRECTOR,2021,1.0,8.2
3425,ts356951,1.0,0.0,0.0,Hurts Like Hell,SHOW,TV-MA,50,Kittichai Wanprasert,DIRECTOR,2022,1.0,8.4
3430,ts305788,1.0,0.0,0.0,The Perfect Mother,SHOW,TV-MA,49,Fred Garson,DIRECTOR,2022,1.0,5.9
3434,ts328194,1.0,0.0,0.0,My Name,SHOW,TV-MA,50,Kim Jin-min,DIRECTOR,2021,1.0,7.8
3440,ts329699,1.0,0.0,0.0,The Andy Warhol Diaries,SHOW,TV-MA,66,Andrew Rossi,DIRECTOR,2022,1.0,7.7
3443,ts287976,1.0,0.0,0.0,Young Royals,SHOW,TV-MA,45,Rojda Sekersöz,DIRECTOR,2021,2.0,8.3
3444,ts287976,1.0,0.0,0.0,Young Royals,SHOW,TV-MA,45,Erika Calmeyer,DIRECTOR,2021,2.0,8.3
3458,ts287352,1.0,0.0,0.0,Hit & Run,SHOW,TV-MA,44,Rotem Shamir,DIRECTOR,2021,1.0,7.0
3459,ts287352,1.0,0.0,0.0,Hit & Run,SHOW,TV-MA,44,Neasa Hardiman,DIRECTOR,2021,1.0,7.0
3460,ts287352,1.0,0.0,0.0,Hit & Run,SHOW,TV-MA,44,Mike Barker,DIRECTOR,2021,1.0,7.0
3461,ts328605,1.0,0.0,0.0,Midnight at the Pera Palace,SHOW,TV-14,44,Emre Sahin,DIRECTOR,2022,1.0,7.0
3462,ts328541,1.0,0.0,0.0,The Puppet Master: Hunting the Ultimate Conman,SHOW,TV-MA,42,Sam Benstead,DIRECTOR,2022,1.0,7.0
3463,ts328541,1.0,0.0,0.0,The Puppet Master: Hunting the Ultimate Conman,SHOW,TV-MA,42,Gareth Johnson,DIRECTOR,2022,1.0,7.0
3470,ts321298,1.0,0.0,0.0,Business Proposal,SHOW,TV-14,61,Park Seon-ho,DIRECTOR,2022,1.0,8.1
3475,ts309930,1.0,0.0,0.0,Remarriage & Desires,SHOW,TV-14,62,Kim Jung-min,DIRECTOR,2022,1.0,7.2
3479,ts314164,1.0,0.0,0.0,Tomorrow,SHOW,TV-14,61,Kim Tae-yun,DIRECTOR,2022,1.0,7.7
3482,ts321513,1.0,0.0,0.0,My Liberation Notes,SHOW,TV-MA,68,Kim Sok-yun,DIRECTOR,2022,1.0,8.4
3483,ts273229,1.0,0.0,0.0,Feria: The Darkest Light,SHOW,TV-MA,50,Jorge Dorado,DIRECTOR,2022,1.0,5.7
3484,ts273229,1.0,0.0,0.0,Feria: The Darkest Light,SHOW,TV-MA,50,Carles Torrens,DIRECTOR,2022,1.0,5.7
3491,ts94677,1.0,0.0,0.0,Worst Roommate Ever,SHOW,TV-MA,47,Domini Hofmann,DIRECTOR,2022,1.0,8.1
3502,ts302363,1.0,0.0,0.0,Twenty Five Twenty One,SHOW,TV-14,76,Jung Jee-hyun,DIRECTOR,2022,1.0,8.7
3511,ts284702,1.0,0.0,0.0,This Is a Robbery: The World's Biggest Art Heist,SHOW,TV-MA,53,Colin Barnicle,DIRECTOR,2021,1.0,6.5
3520,ts299874,1.0,0.0,0.0,Cocaine Cowboys: The Kings of Miami,SHOW,TV-MA,57,Billy Corben,DIRECTOR,2021,1.0,7.1
3528,ts288744,1.0,0.0,0.0,The Sound of Magic,SHOW,TV-14,69,Kim Seong-yoon,DIRECTOR,2022,1.0,7.7
3536,ts313646,1.0,0.0,0.0,"Mom, Don't Do That!",SHOW,TV-MA,53,Chun-Hong Lee,DIRECTOR,2022,1.0,6.5
3537,ts313646,1.0,0.0,0.0,"Mom, Don't Do That!",SHOW,TV-MA,53,Chen Wei-Ling,DIRECTOR,2022,1.0,6.5
3541,ts271867,1.0,0.0,0.0,Vincenzo,SHOW,,81,Kim Hee-won,DIRECTOR,2021,1.0,8.4
3545,ts288087,1.0,0.0,0.0,Sophie: A Murder in West Cork,SHOW,TV-14,55,John Dower,DIRECTOR,2021,1.0,6.8
3566,ts297483,1.0,0.0,0.0,Hometown Cha-Cha-Cha,SHOW,TV-14,78,Yoo Je-won,DIRECTOR,2021,1.0,8.4
3571,ts222864,1.0,0.0,0.0,Falling Into Your Smile,SHOW,TV-14,44,Qiu Zhongwei,DIRECTOR,2021,1.0,8.4
3586,ts312984,1.0,0.0,0.0,Our Blues,SHOW,TV-MA,66,Kim Kyu-tae,DIRECTOR,2022,1.0,8.5
3587,ts352579,1.0,0.0,0.0,As the Crow Flies,SHOW,TV-MA,46,Deniz Yorulmazer,DIRECTOR,2022,1.0,6.3
3588,ts311791,1.0,0.0,0.0,The Raincoat Killer: Chasing a Predator in Korea,SHOW,TV-MA,48,Rob Sixsmith,DIRECTOR,2021,1.0,6.4
3592,ts271025,1.0,0.0,0.0,Bling Empire,SHOW,TV-MA,37,Paris Dylan,DIRECTOR,2021,2.0,5.8
3595,ts306203,1.0,0.0,0.0,Monsters Inside: The 24 Faces of Billy Milligan,SHOW,TV-MA,61,Olivier Megaton,DIRECTOR,2021,1.0,6.2
3596,ts271321,1.0,0.0,0.0,Beyond Evil,SHOW,TV-MA,66,Sim Na-yeon,DIRECTOR,2021,1.0,8.1
3597,ts319412,1.0,0.0,0.0,Forecasting Love and Weather,SHOW,TV-14,66,Cha Young-hoon,DIRECTOR,2022,1.0,7.1
3602,ts246073,1.0,0.0,0.0,Tribes of Europa,SHOW,TV-MA,47,Philip Koch,DIRECTOR,2021,1.0,6.7
3603,ts246073,1.0,0.0,0.0,Tribes of Europa,SHOW,TV-MA,47,Florian Baxmeyer,DIRECTOR,2021,1.0,6.7
3607,ts344043,1.0,0.0,0.0,Welcome to Wedding Hell,SHOW,TV-14,37,Seo Joo-wan,DIRECTOR,2022,1.0,6.9
3608,ts317078,1.0,0.0,0.0,The Journalist,SHOW,TV-14,51,Michihito Fujii,DIRECTOR,2022,1.0,7.0
3610,ts315041,1.0,0.0,0.0,Bulgasal: Immortal Souls,SHOW,TV-MA,71,Jang Young Woo,DIRECTOR,2021,1.0,7.3
3619,ts272366,1.0,0.0,0.0,Amend: The Fight for America,SHOW,TV-MA,58,Reinaldo Marcus Green,DIRECTOR,2021,1.0,7.8
3620,ts272366,1.0,0.0,0.0,Amend: The Fight for America,SHOW,TV-MA,58,Kenny Leon,DIRECTOR,2021,1.0,7.8
3621,ts268102,1.0,0.0,0.0,Juvenile Justice,SHOW,TV-MA,61,Hong Jong-chan,DIRECTOR,2022,1.0,8.0
3622,ts288195,1.0,0.0,0.0,Invisible City,SHOW,TV-MA,37,Júlia Pacheco Jordão,DIRECTOR,2021,2.0,7.7
3623,ts288195,1.0,0.0,0.0,Invisible City,SHOW,TV-MA,37,Luis Carone,DIRECTOR,2021,2.0,7.7
3634,ts271593,1.0,0.0,0.0,Spycraft,SHOW,TV-MA,34,Maria Berry,DIRECTOR,2021,1.0,6.7
3635,ts271593,1.0,0.0,0.0,Spycraft,SHOW,TV-MA,34,Jan Spindler,DIRECTOR,2021,1.0,6.7
3636,ts271593,1.0,0.0,0.0,Spycraft,SHOW,TV-MA,34,Marek Bures,DIRECTOR,2021,1.0,6.7
3643,ts268835,1.0,0.0,0.0,Sisyphus,SHOW,,71,Jin Hyuk,DIRECTOR,2021,1.0,7.0
3644,ts268835,1.0,0.0,0.0,Sisyphus,SHOW,,71,Kim Seung-ho,DIRECTOR,2021,1.0,7.0
3646,ts301914,1.0,0.0,0.0,Inspector Koo,SHOW,TV-14,69,Lee Jung-heum,DIRECTOR,2021,1.0,6.9
3650,ts343251,1.0,0.0,0.0,Green Mothers' Club,SHOW,,70,La Ha-na,DIRECTOR,2022,1.0,6.5
3652,ts308838,1.0,0.0,0.0,Bad Sport,SHOW,TV-MA,68,Lizzie Kempton,DIRECTOR,2021,1.0,7.3
3653,ts308838,1.0,0.0,0.0,Bad Sport,SHOW,TV-MA,68,Miles Blayden-Ryall,DIRECTOR,2021,1.0,7.3
3654,ts308838,1.0,0.0,0.0,Bad Sport,SHOW,TV-MA,68,Luke Sewell,DIRECTOR,2021,1.0,7.3
3655,ts308838,1.0,0.0,0.0,Bad Sport,SHOW,TV-MA,68,Alex Kiehl,DIRECTOR,2021,1.0,7.3
3656,ts308838,1.0,0.0,0.0,Bad Sport,SHOW,TV-MA,68,Georgina Cammalleri,DIRECTOR,2021,1.0,7.3
3657,ts308838,1.0,0.0,0.0,Bad Sport,SHOW,TV-MA,68,James House,DIRECTOR,2021,1.0,7.3
3667,ts317422,1.0,0.0,0.0,Saturday Morning All Star Hits!,SHOW,TV-14,23,Dave McCary,DIRECTOR,2021,1.0,7.5
3671,ts304468,1.0,0.0,0.0,Thirty-Nine,SHOW,TV-MA,73,Kim Sang-ho,DIRECTOR,2022,1.0,7.9
3676,ts287703,1.0,0.0,0.0,Mine,SHOW,TV-14,70,Lee Na-jeong,DIRECTOR,2021,1.0,7.7
3677,ts287703,1.0,0.0,0.0,Mine,SHOW,TV-14,70,오승열,DIRECTOR,2021,1.0,7.7
3678,ts317612,1.0,0.0,0.0,Love is Blind: Japan,SHOW,TV-PG,57,Akira Ooshima,DIRECTOR,2022,2.0,7.1
3681,ts258415,1.0,0.0,0.0,Elves,SHOW,TV-14,24,Roni Ezra,DIRECTOR,2021,1.0,5.5
3685,ts301196,1.0,0.0,0.0,Top Secret UFO Projects: Declassified,SHOW,TV-PG,44,Vojtech Filcev,DIRECTOR,2021,1.0,5.5
3686,ts301196,1.0,0.0,0.0,Top Secret UFO Projects: Declassified,SHOW,TV-PG,44,Petr Vachler,DIRECTOR,2021,1.0,5.5
3687,ts250998,1.0,0.0,0.0,Dirty Lines,SHOW,TV-MA,46,Anna van der Heide,DIRECTOR,2022,1.0,7.4
3688,ts250998,1.0,0.0,0.0,Dirty Lines,SHOW,TV-MA,46,Tomas Kaan,DIRECTOR,2022,1.0,7.4
3690,ts288005,1.0,0.0,0.0,"Nevertheless,",SHOW,,70,Kim Ga-ram,DIRECTOR,2021,1.0,7.2
3698,ts320075,1.0,0.0,0.0,Aranyak,SHOW,TV-MA,43,Vinay Waikul,DIRECTOR,2021,1.0,7.9
3699,ts280892,1.0,0.0,0.0,"Devotion, a Story of Love and Desire",SHOW,TV-MA,40,Stefano Cipani,DIRECTOR,2022,1.0,6.4
3700,ts280892,1.0,0.0,0.0,"Devotion, a Story of Love and Desire",SHOW,TV-MA,40,Andrea Molaioli,DIRECTOR,2022,1.0,6.4
3706,ts223450,1.0,0.0,0.0,Move to Heaven,SHOW,TV-MA,52,Kim Sung-ho,DIRECTOR,2021,1.0,8.6
3712,ts314395,1.0,0.0,0.0,The Motive,SHOW,,35,Asaf Sudry,DIRECTOR,2021,1.0,5.2
3713,ts314395,1.0,0.0,0.0,The Motive,SHOW,,35,Tali Shemesh,DIRECTOR,2021,1.0,5.2
3720,ts312094,1.0,0.0,0.0,JAPAN SINKS: People of Hope,SHOW,TV-14,55,Nobuhiro Doi,DIRECTOR,2021,1.0,6.0
3721,ts312094,1.0,0.0,0.0,JAPAN SINKS: People of Hope,SHOW,TV-14,55,Yohei Miyazaki,DIRECTOR,2021,1.0,6.0
3725,ts276067,1.0,0.0,0.0,Maldivas,SHOW,TV-MA,36,José Alvarenga Jr.,DIRECTOR,2022,1.0,5.6
3727,ts320302,1.0,0.0,0.0,Neymar: The Perfect Chaos,SHOW,TV-MA,55,David Charles Rodrigues,DIRECTOR,2022,1.0,6.6
3735,ts296129,1.0,0.0,0.0,Elite Short Stories: Guzmán Caye Rebe,SHOW,TV-MA,12,Dani de la Orden,DIRECTOR,2021,1.0,7.4
3736,ts275448,1.0,0.0,0.0,Navillera,SHOW,,65,Han Dong-hwa,DIRECTOR,2021,1.0,8.8
3737,ts269286,1.0,0.0,0.0,Once Upon a Time... Happily Never After,SHOW,TV-MA,30,Manolo Caro,DIRECTOR,2022,1.0,5.4
3743,ts283610,1.0,0.0,0.0,Feels Like Ishq,SHOW,TV-MA,31,Ruchir Arun,DIRECTOR,2021,1.0,6.4
3744,ts283610,1.0,0.0,0.0,Feels Like Ishq,SHOW,TV-MA,31,Tahira Kashyap,DIRECTOR,2021,1.0,6.4
3745,ts283610,1.0,0.0,0.0,Feels Like Ishq,SHOW,TV-MA,31,Anand Tiwari,DIRECTOR,2021,1.0,6.4
3746,ts283610,1.0,0.0,0.0,Feels Like Ishq,SHOW,TV-MA,31,Danish Aslam,DIRECTOR,2021,1.0,6.4
3747,ts283610,1.0,0.0,0.0,Feels Like Ishq,SHOW,TV-MA,31,Jaydeep Sarkar,DIRECTOR,2021,1.0,6.4
3748,ts283610,1.0,0.0,0.0,Feels Like Ishq,SHOW,TV-MA,31,Sachin Kundalkar,DIRECTOR,2021,1.0,6.4
3751,ts280693,1.0,0.0,0.0,Thomas & Friends: All Engines Go!,SHOW,TV-Y,11,Ma Sang-hyeon,DIRECTOR,2021,1.0,2.0
3758,ts315551,1.0,0.0,0.0,Elite Short Stories: Phillipe Caye Felipe,SHOW,,13,Lucía Alemany,DIRECTOR,2021,1.0,6.2
3759,ts260502,1.0,0.0,0.0,Until Life Do Us Part,SHOW,TV-MA,49,Manuel Pureza,DIRECTOR,2021,1.0,7.5
3760,ts320557,1.0,0.0,0.0,Elite Short Stories: Patrick,SHOW,TV-MA,12,Eduardo Chapero-Jackson,DIRECTOR,2021,1.0,6.1
3762,ts296069,1.0,0.0,0.0,Elite Short Stories: Omar Ander Alexis,SHOW,TV-MA,12,Jorge Torregrossa,DIRECTOR,2021,1.0,7.3
3765,ts297685,1.0,0.0,0.0,I Need Romance,SHOW,TV-14,45,Sakon Tiacharoen,DIRECTOR,2021,1.0,7.8
3766,ts296059,1.0,0.0,0.0,Elite Short Stories: Carla Samuel,SHOW,TV-MA,14,Jorge Torregrossa,DIRECTOR,2021,1.0,6.9
3769,ts216407,1.0,0.0,0.0,Age of Samurai: Battle for Japan,SHOW,TV-MA,43,Stephen Scott,DIRECTOR,2021,1.0,7.4
3776,ts287838,1.0,0.0,0.0,Mad for Each Other,SHOW,,35,Lee Tae-gon,DIRECTOR,2021,1.0,7.9
3780,ts331449,1.0,0.0,0.0,Hei$t: The Great Robbery of Brazil's Central Bank,SHOW,TV-14,61,Rodrigo Astiz,DIRECTOR,2022,1.0,6.4
3781,ts331449,1.0,0.0,0.0,Hei$t: The Great Robbery of Brazil's Central Bank,SHOW,TV-14,61,Nikolas Fonseca,DIRECTOR,2022,1.0,6.4
3782,ts331449,1.0,0.0,0.0,Hei$t: The Great Robbery of Brazil's Central Bank,SHOW,TV-14,61,Daniel Billio,DIRECTOR,2022,1.0,6.4
3785,ts283639,1.0,0.0,0.0,Decoupled,SHOW,TV-MA,31,Hardik Mehta,DIRECTOR,2021,1.0,8.0
3786,ts296091,1.0,0.0,0.0,Elite Short Stories: Nadia Guzmán,SHOW,TV-MA,11,Dani de la Orden,DIRECTOR,2021,1.0,6.2
3795,ts292446,1.0,0.0,0.0,Taarak Mehta Kka Chhota Chashmah,SHOW,TV-Y,22,Asit Kumarr Modi,DIRECTOR,2021,1.0,6.6
3796,ts315549,1.0,0.0,0.0,Elite Short Stories: Samuel Omar,SHOW,,12,Lucía Alemany,DIRECTOR,2021,1.0,6.1
3801,ts257817,1.0,0.0,0.0,Call My Agent Bollywood,SHOW,TV-MA,48,Shaad Ali,DIRECTOR,2021,1.0,6.9
3811,ts285724,1.0,0.0,0.0,2020,SHOW,TV-14,45,Philippe Asmar,DIRECTOR,2021,2.0,7.9
3819,ts257345,1.0,0.0,0.0,Wild Abandon,SHOW,TV-MA,51,Onur Saylak,DIRECTOR,2022,1.0,7.1
3822,ts291150,1.0,0.0,0.0,Soil,SHOW,TV-MA,48,Bilall Fallah,DIRECTOR,2021,1.0,7.1
3823,ts291150,1.0,0.0,0.0,Soil,SHOW,TV-MA,48,Mathieu Mortelmans,DIRECTOR,2021,1.0,7.1
3824,ts291150,1.0,0.0,0.0,Soil,SHOW,TV-MA,48,Adil El Arbi,DIRECTOR,2021,1.0,7.1
3825,ts309235,1.0,0.0,0.0,Christmas Flow,SHOW,TV-MA,50,Nadège Loiseau,DIRECTOR,2021,1.0,5.7
3826,ts90023,1.0,0.0,0.0,AlRawabi School for Girls,SHOW,TV-14,48,Tima Shomali,DIRECTOR,2021,2.0,7.3
3828,ts226392,1.0,0.0,0.0,Sexify,SHOW,TV-MA,44,Kalina Alabrudzińska,DIRECTOR,2021,1.0,6.5
3829,ts226392,1.0,0.0,0.0,Sexify,SHOW,TV-MA,44,Piotr Domalewski,DIRECTOR,2021,1.0,6.5
3831,ts287941,1.0,0.0,0.0,Racket Boys,SHOW,TV-14,71,Jo Young Kwang,DIRECTOR,2021,1.0,4.0
3838,ts288472,1.0,0.0,0.0,You Are My Spring,SHOW,,69,Jung Jee-hyun,DIRECTOR,2021,1.0,7.4
3841,ts330012,1.0,0.0,0.0,Eternally Confused and Eager for Love,SHOW,TV-MA,23,Rahul Nair,DIRECTOR,2022,1.0,6.7
3843,ts279953,1.0,0.0,0.0,Law School,SHOW,,65,Kim Sok-yun,DIRECTOR,2021,1.0,8.0
3849,ts270807,1.0,0.0,0.0,"Hello, Me!",SHOW,,62,Lee Hyun-seok,DIRECTOR,2021,1.0,7.2
3851,ts321437,1.0,0.0,0.0,Fishbowl Wives,SHOW,TV-MA,43,Michiko Namiki,DIRECTOR,2022,1.0,6.1
3852,ts321437,1.0,0.0,0.0,Fishbowl Wives,SHOW,TV-MA,43,Hiroaki Matsuyama,DIRECTOR,2022,1.0,6.1
3855,ts282214,1.0,0.0,0.0,Let's Fight Ghost,SHOW,TV-14,65,Kongkiat Khomsiri,DIRECTOR,2021,1.0,6.7
3856,ts329711,1.0,0.0,0.0,"Love, Life & Everything in Between",SHOW,TV-14,27,Mahmoud Sabbagh,DIRECTOR,2022,1.0,5.6
3857,ts329711,1.0,0.0,0.0,"Love, Life & Everything in Between",SHOW,TV-14,27,Sandra Nashaat,DIRECTOR,2022,1.0,5.6
3858,ts329711,1.0,0.0,0.0,"Love, Life & Everything in Between",SHOW,TV-14,27,Kaouther Ben Hania,DIRECTOR,2022,1.0,5.6
3859,ts329711,1.0,0.0,0.0,"Love, Life & Everything in Between",SHOW,TV-14,27,Khairy Beshara,DIRECTOR,2022,1.0,5.6
3860,ts329711,1.0,0.0,0.0,"Love, Life & Everything in Between",SHOW,TV-14,27,Amira Diab,DIRECTOR,2022,1.0,5.6
3861,ts329711,1.0,0.0,0.0,"Love, Life & Everything in Between",SHOW,TV-14,27,Hany Abu-Assad,DIRECTOR,2022,1.0,5.6
3862,ts329711,1.0,0.0,0.0,"Love, Life & Everything in Between",SHOW,TV-14,27,Abdulmohsen Aldhabaan,DIRECTOR,2022,1.0,5.6
3863,ts14520,1.0,0.0,0.0,Action Pack,SHOW,TV-Y,28,Phil Allora,DIRECTOR,2022,2.0,6.3
3864,ts14520,1.0,0.0,0.0,Action Pack,SHOW,TV-Y,28,Jae Woo Kim,DIRECTOR,2022,2.0,6.3
3867,ts326029,1.0,0.0,0.0,Savage Rhythm,SHOW,TV-MA,38,Andres Beltran,DIRECTOR,2022,1.0,6.3
3868,ts326029,1.0,0.0,0.0,Savage Rhythm,SHOW,TV-MA,38,Rafa Martínez,DIRECTOR,2022,1.0,6.3
3873,ts330132,1.0,0.0,0.0,800 Meters,SHOW,TV-MA,53,Elías León Siminiani,DIRECTOR,2022,1.0,6.9
3877,ts297763,1.0,0.0,0.0,Myth and Mogul: John DeLorean,SHOW,TV-14,44,Mike Connolly,DIRECTOR,2021,1.0,6.8
3878,ts61384,1.0,0.0,0.0,My Love: Six Stories of True Love,SHOW,TV-PG,70,Jin Mo-young,DIRECTOR,2021,1.0,7.5
3879,ts61384,1.0,0.0,0.0,My Love: Six Stories of True Love,SHOW,TV-PG,70,Carolina Sá,DIRECTOR,2021,1.0,7.5
3880,ts61384,1.0,0.0,0.0,My Love: Six Stories of True Love,SHOW,TV-PG,70,Deepti Kakkar,DIRECTOR,2021,1.0,7.5
3881,ts61384,1.0,0.0,0.0,My Love: Six Stories of True Love,SHOW,TV-PG,70,Fahad Mustafa,DIRECTOR,2021,1.0,7.5
3882,ts61384,1.0,0.0,0.0,My Love: Six Stories of True Love,SHOW,TV-PG,70,Chico Pereira,DIRECTOR,2021,1.0,7.5
3883,ts61384,1.0,0.0,0.0,My Love: Six Stories of True Love,SHOW,TV-PG,70,Elaine McMillion Sheldon,DIRECTOR,2021,1.0,7.5
3884,ts321084,1.0,0.0,0.0,Framed! A Sicilian Murder Mystery,SHOW,TV-MA,31,Valentino Picone,DIRECTOR,2022,1.0,6.8
3885,ts321084,1.0,0.0,0.0,Framed! A Sicilian Murder Mystery,SHOW,TV-MA,31,Salvatore Ficarra,DIRECTOR,2022,1.0,6.8
3896,ts296201,1.0,0.0,0.0,Elize Matsunaga: Once Upon a Crime,SHOW,TV-MA,49,Eliza Capai,DIRECTOR,2021,1.0,5.9
3899,ts306135,1.0,0.0,0.0,"Vendetta: Truth, Lies and The Mafia",SHOW,TV-MA,0,Davide Gambino,DIRECTOR,2021,1.0,6.7
3915,ts304690,1.0,0.0,0.0,Remember You,SHOW,TV-MA,67,Aew Ampaiporn Jitmaingong,DIRECTOR,2021,1.0,7.5
3926,ts302653,1.0,0.0,0.0,Light the Night,SHOW,TV-MA,59,Lien Yi-Chi,DIRECTOR,2021,3.0,7.4
3936,ts329882,1.0,0.0,0.0,Secrets of Summer,SHOW,TV-Y,30,Jorge Edelstein,DIRECTOR,2022,1.0,5.9
3940,ts330289,1.0,0.0,0.0,Smother-In-Law,SHOW,TV-MA,25,Alex Cabral,DIRECTOR,2022,1.0,4.2
3943,ts311958,1.0,0.0,0.0,The Hungry and the Hairy,SHOW,TV-14,63,Kim Tae-ho,DIRECTOR,2021,1.0,7.5
3959,ts285422,1.0,0.0,0.0,Newton's Cradle,SHOW,TV-14,41,Tamer Mohsen,DIRECTOR,2021,1.0,8.0
